Series;Time;Value
cms;2018-02-26T13:00:00+01:00;50.22318724386832
cms;2018-02-26T19:00:00+01:00;51.712652249953315
cms;2018-02-27T01:00:00+01:00;53.032279908264385
cms;2018-02-27T07:00:00+01:00;54.09271716160838
cms;2018-02-27T13:00:00+01:00;49.70732745859305
cms;2018-02-27T19:00:00+01:00;49.475917413849395
cms;2018-02-28T01:00:00+01:00;60.81784683759496
cms;2018-02-28T07:00:00+01:00;68.80704126498111
cms;2018-02-28T13:00:00+01:00;76.21347054841527
cms;2018-02-28T19:00:00+01:00;71.35981856356938
cms;2018-03-01T01:00:00+01:00;80.70056317077056
cms;2018-03-01T07:00:00+01:00;83.83113645817431
cms;2018-03-01T13:00:00+01:00;82.12079903924315
cms;2018-03-01T19:00:00+01:00;83.10221120358939
cms;2018-03-02T01:00:00+01:00;91.27980439550835
cms;2018-03-02T07:00:00+01:00;92.78056000068271
cms;2018-03-02T13:00:00+01:00;91.72421120007274
cms;2018-03-02T19:00:00+01:00;87.0904630620611
cms;2018-03-03T01:00:00+01:00;90.16539884588424
cms;2018-03-03T07:00:00+01:00;90.70980639100837
cms;2018-03-03T13:00:00+01:00;85.96329813335775
cms;2018-03-03T19:00:00+01:00;86.9664800514298
cms;2018-03-04T01:00:00+01:00;89.02564703563944
cms;2018-03-04T07:00:00+01:00;88.7591988283717
cms;2018-03-04T13:00:00+01:00;87.01939619732572
cms;2018-03-04T19:00:00+01:00;88.46630735824581
cms;2018-03-05T01:00:00+01:00;86.2396677889722
cms;2018-03-05T07:00:00+01:00;85.4564817201544
cms;2018-03-05T13:00:00+01:00;78.02751817124306
cms;2018-03-05T19:00:00+01:00;76.36154053962777
cms;2018-03-06T01:00:00+01:00;66.05916654857096
cms;2018-03-06T07:00:00+01:00;58.15229381527393
cms;2018-03-06T13:00:00+01:00;51.72883848504611
cms;2018-03-06T19:00:00+01:00;55.298817116557224
cms;2018-03-07T01:00:00+01:00;69.58529512967496
cms;2018-03-07T07:00:00+01:00;70.23931468510449
cms;2018-03-07T13:00:00+01:00;67.58823809692552
cms;2018-03-07T19:00:00+01:00;73.8136278995939
cms;2018-03-08T01:00:00+01:00;79.97789232074557
cms;2018-03-08T07:00:00+01:00;80.01461768903108
cms;2018-03-08T13:00:00+01:00;64.45098042032177
cms;2018-03-08T19:00:00+01:00;71.84149668171945
cms;2018-03-09T01:00:00+01:00;76.00440564273448
cms;2018-03-09T07:00:00+01:00;73.60396417521682
cms;2018-03-09T13:00:00+01:00;75.89242960610062
cms;2018-03-09T19:00:00+01:00;79.31709979526278
cms;2018-03-10T01:00:00+01:00;79.1426851157263
cms;2018-03-10T07:00:00+01:00;64.69888057458873
cms;2018-03-10T13:00:00+01:00;52.51962856923999
cms;2018-03-10T19:00:00+01:00;58.013883698213895
cms;2018-03-11T01:00:00+01:00;63.190638038723456
cms;2018-03-11T07:00:00+01:00;69.37843693531335
cms;2018-03-11T13:00:00+01:00;67.26276716638003
cms;2018-03-11T19:00:00+01:00;70.29689206491597
cms;2018-03-12T01:00:00+01:00;73.60749531862646
cms;2018-03-12T07:00:00+01:00;71.01304573069494
cms;2018-03-12T13:00:00+01:00;66.86887648969389
cms;2018-03-12T19:00:00+01:00;68.81653708326836
cms;2018-03-13T01:00:00+01:00;71.53972160993277
cms;2018-03-13T07:00:00+01:00;70.63334289787319
